City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Archidona,ES,37.0965,-4.3887,73.67,32,0,2.59,clear sky
346,Price,US,39.5994,-110.8107,72.66,56,100,17.27,overcast clouds
347,Najran,SA,17.4924,44.1277,79.45,49,91,2.66,overcast clouds
348,Fengrun,CN,39.8333,118.1167,71.89,95,100,4.52,light rain
349,Sandakan,MY,5.8402,118.1179,87.48,70,20,5.01,few clouds
350,General Roca,AR,-39.0333,-67.5833,46.62,60,1,14.41,clear sky
351,Castro,BR,-24.7911,-50.0119,56.73,81,99,2.24,overcast clouds
352,Qaqortoq,GL,60.7167,-46.0333,41.97,87,14,2.86,few clouds
353,Magistralnyy,RU,56.1725,107.4458,57.96,98,100,1.36,light rain
354,Honningsvag,NO,70.9821,25.9704,49.75,81,100,24.16,overcast clouds
355,Pacific Grove,US,36.6177,-121.9166,68.54,84,0,6.91,clear sky
356,Mumford,GH,5.2618,-0.759,74.71,88,55,14.88,broken clouds
357,Omsukchan,RU,62.5333,155.8,60.96,34,64,7.52,broken clouds
358,Iisalmi,FI,63.5592,27.1907,54.91,92,100,4.68,overcast clouds
359,Saint-Louis,SN,16.3333,-15.0,80.89,74,67,18.88,broken clouds
360,Aquiraz,BR,-3.9014,-38.3911,78.89,82,96,12.75,overcast clouds
361,Bermeo,ES,43.4209,-2.7215,63.48,79,33,1.92,scattered clouds
362,Southbridge,US,42.0751,-72.0334,72.66,82,89,3.09,overcast clouds
363,Nokaneng,BW,-19.6667,22.2667,53.6,40,0,7.34,clear sky
364,Paita,PE,-5.0892,-81.1144,63.57,85,19,14.83,few clouds
365,Kharitonovo,RU,61.4009,47.4978,64.78,75,39,6.2,scattered clouds
366,Mount Isa,AU,-20.7333,139.5,73.17,25,10,16.11,clear sky
367,Morondava,MG,-20.2833,44.2833,63.7,78,0,5.21,clear sky
368,Pangnirtung,CA,66.1451,-65.7125,53.87,69,100,1.5,overcast clouds
369,Neryungri,RU,56.6709,124.6491,80.42,50,100,8.41,overcast clouds
370,Fort Nelson,CA,58.8053,-122.7002,80.19,44,20,5.75,few clouds
371,Dingle,PH,10.9995,122.6711,87.46,70,99,9.82,overcast clouds
372,Pevek,RU,69.7008,170.3133,35.96,87,96,5.32,overcast clouds
373,Tessalit,ML,20.1986,1.0114,93.85,21,72,10.13,broken clouds
374,Dusti,TJ,37.3481,68.664,93.65,23,0,8.03,clear sky
375,San Patricio,US,28.017,-97.5169,85.53,70,4,12.73,clear sky
376,Coahuayana,MX,18.7333,-103.6833,78.4,84,97,1.1,overcast clouds
377,Newcastle,AU,-32.9272,151.7765,66.09,55,20,14.97,few clouds
378,Nowy Sacz,PL,49.6218,20.6971,63.12,89,90,3.24,overcast clouds
379,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,49,0,16.11,clear sky
380,Inuvik,CA,68.3499,-133.7218,60.01,49,75,8.05,broken clouds
381,Kosonsoy,UZ,41.2561,71.5508,75.76,26,0,8.99,clear sky
382,Saint-Augustin,CA,51.226,-58.6502,57.69,91,64,7.65,broken clouds
383,Sisimiut,GL,66.9395,-53.6735,42.1,90,54,0.65,broken clouds
384,Brandfort,ZA,-28.7001,26.4597,44.01,80,74,13.85,light rain
385,Luderitz,NA,-26.6481,15.1594,54.07,76,0,1.28,clear sky
386,Salta,AR,-24.7859,-65.4117,72.57,65,75,4.61,broken clouds
387,Bogale,MM,16.2833,95.4,86.9,66,51,7.74,broken clouds
388,Preeceville,CA,51.95,-102.6677,53.92,78,20,6.64,few clouds
389,Torrelavega,ES,43.3494,-4.0479,62.8,89,88,3.0,overcast clouds
390,Mbaiki,CF,3.8678,17.9892,69.55,97,100,1.92,overcast clouds
391,Sadiqabad,PK,28.3062,70.1307,86.9,72,91,11.61,overcast clouds
392,Changli,CN,39.7042,119.1506,75.34,91,100,6.78,overcast clouds
393,Pinkafeld,AT,47.3667,16.1167,60.76,80,52,4.43,broken clouds
394,Deputatskiy,RU,69.3,139.9,62.04,40,84,5.37,broken clouds
395,Boshan,CN,36.4833,117.8333,78.1,82,100,6.93,overcast clouds
396,Manjacaze,MZ,-24.7117,33.8828,55.71,93,0,2.04,clear sky
397,Quesnel,CA,52.9999,-122.5029,93.7,27,0,2.3,clear sky
398,Saldanha,ZA,-33.0117,17.9442,44.65,69,0,5.88,clear sky
399,Chumikan,RU,54.7183,135.315,67.89,71,2,9.66,clear sky
400,Progreso,MX,21.2833,-89.6667,75.11,83,60,14.76,broken clouds
401,Kamenka,RU,51.3223,42.7678,70.65,63,99,5.1,overcast clouds
402,Tefe,BR,-3.3542,-64.7114,75.76,79,69,1.54,broken clouds
403,Sitka,US,57.0531,-135.33,60.69,72,100,3.44,overcast clouds
404,Lavrentiya,RU,65.5833,-171.0,41.95,83,100,7.25,overcast clouds
405,Iracoubo,GF,5.4802,-53.2011,76.53,88,95,4.56,overcast clouds
406,Vao,NC,-22.6667,167.4833,69.15,68,100,7.72,overcast clouds
407,Taseyevo,RU,57.2169,94.8978,65.17,63,100,7.14,overcast clouds
408,Qui Nhon,VN,13.7667,109.2333,86.97,65,10,4.0,clear sky
409,Tiarei,PF,-17.5333,-149.3333,82.42,79,24,27.65,light rain
410,Ivanivka,UA,46.7208,34.553,69.1,61,0,5.59,clear sky
411,Klyuchi,RU,52.2667,79.1667,76.05,43,99,18.84,overcast clouds
412,Yumen,CN,40.2833,97.2,88.65,14,68,13.22,broken clouds
413,Shenjiamen,CN,29.9576,122.298,82.89,79,3,14.25,clear sky
414,Santiago Del Estero,AR,-27.7951,-64.2615,71.02,44,66,17.52,broken clouds
415,Makokou,GA,0.5738,12.8642,68.43,97,60,4.23,broken clouds
416,Abu Zabad,SD,12.35,29.25,73.81,81,100,7.34,light rain
417,Oudtshoorn,ZA,-33.5907,22.2014,50.36,80,0,4.68,clear sky
418,Te Anau,NZ,-45.4167,167.7167,41.85,98,100,1.5,overcast clouds
419,Yulara,AU,-25.2406,130.9889,61.29,19,10,14.32,clear sky
420,Weligama,LK,5.9667,80.4167,78.62,84,91,8.48,overcast clouds
421,Vardo,NO,70.3705,31.1107,51.78,87,100,13.8,overcast clouds
422,Acapulco,MX,16.8634,-99.8901,80.42,83,75,0.0,broken clouds
423,Quatre Cocos,MU,-20.2078,57.7625,68.11,80,28,10.25,scattered clouds
424,Buala,SB,-8.145,159.5921,85.46,66,15,8.1,few clouds
425,Tilichiki,RU,60.4667,166.1,49.98,64,100,15.7,overcast clouds
426,Grindavik,IS,63.8424,-22.4338,49.95,93,75,19.57,broken clouds
427,Tromso,NO,69.6496,18.957,48.22,87,100,3.44,light rain
428,Kiruna,SE,67.8557,20.2251,47.32,76,100,12.66,overcast clouds
429,Olgod,DK,55.8068,8.6286,53.67,79,17,6.91,few clouds
430,Belmonte,BR,-15.8631,-38.8828,69.49,78,1,5.03,clear sky
431,Gonbad-E Qabus,IR,37.25,55.1672,79.75,94,100,4.61,mist
432,Kargasok,RU,59.0556,80.8572,66.47,82,43,10.87,scattered clouds
433,Yashan,CN,22.1975,109.9419,89.67,61,54,4.12,broken clouds
434,Paamiut,GL,61.994,-49.6678,42.3,92,63,14.76,broken clouds
435,Nazas,MX,25.2333,-104.1333,74.21,64,100,6.49,overcast clouds
436,San Jeronimo,PE,-11.9472,-75.2829,47.66,77,17,3.4,few clouds
437,Peniche,PT,39.3558,-9.3811,65.28,91,0,11.68,clear sky
438,Gaziantep,TR,37.0594,37.3825,71.53,40,0,4.61,clear sky
439,Pangkalanbuun,ID,-2.6833,111.6167,84.85,68,91,3.71,overcast clouds
440,Yaransk,RU,57.3033,47.8861,60.37,77,6,5.12,clear sky
441,Damaturu,NG,11.747,11.9608,72.73,86,100,10.22,overcast clouds
442,Moranbah,AU,-22.0016,148.0466,65.84,33,0,16.4,clear sky
443,Tigil,RU,57.8,158.6667,57.24,89,100,3.0,light rain
444,Vasilyevo,RU,55.836,48.6582,59.67,76,13,3.51,few clouds
445,Gera,DE,50.8803,12.0819,54.86,75,58,2.84,broken clouds
446,Sur,OM,22.5667,59.5289,81.05,72,88,15.55,overcast clouds
447,Tabora,TZ,-5.0167,32.8,64.38,63,95,7.47,overcast clouds
448,Clyde River,CA,70.4692,-68.5914,37.63,100,100,5.75,light rain
449,Tibacuy,CO,4.3511,-72.4564,73.04,93,100,6.2,overcast clouds
450,Maningrida,AU,-12.0667,134.2667,85.01,44,38,11.81,scattered clouds
451,Sambava,MG,-14.2667,50.1667,67.35,87,87,8.08,light rain
452,Khani,GE,41.9563,42.9566,51.37,85,6,3.83,clear sky
453,Amapa,BR,1.0,-52.0,70.81,95,16,1.68,few clouds
454,Jardim,BR,-21.4803,-56.1381,70.25,43,3,2.93,clear sky
455,Port Keats,AU,-14.25,129.55,85.1,27,31,8.5,scattered clouds
456,Xingyi,CN,24.1877,102.817,72.66,71,83,3.76,broken clouds
457,Cheney,US,47.4874,-117.5758,96.82,23,20,9.22,few clouds
458,Viedma,AR,-40.8135,-62.9967,44.53,86,65,8.46,broken clouds
459,Kazanskaya,RU,45.4106,40.4361,64.58,64,0,4.23,clear sky
460,Mogadishu,SO,2.0371,45.3438,75.56,78,71,14.88,broken clouds
461,Hofn,IS,64.2539,-15.2082,53.33,99,100,21.34,overcast clouds
462,Meulaboh,ID,4.1363,96.1285,81.95,72,93,1.63,overcast clouds
463,Bakchar,RU,57.0186,82.0711,68.81,87,79,2.73,broken clouds
464,Deskati,GR,39.9225,21.8028,66.96,49,1,3.24,clear sky
465,Sioux Lookout,CA,50.1001,-91.917,59.07,94,75,6.91,broken clouds
466,Culpeper,US,38.5004,-77.9664,77.92,91,0,1.01,clear sky
467,Collie,AU,-33.3667,116.15,59.68,48,77,6.38,broken clouds
468,Tarko-Sale,RU,64.9225,77.785,58.75,63,23,15.88,few clouds
469,Albanel,CA,48.8832,-72.4487,66.34,82,100,2.3,overcast clouds
470,Pervomayskoye,RU,43.919,46.7102,70.16,75,20,6.02,few clouds
471,Pochutla,MX,15.7432,-96.4661,80.42,93,57,2.77,broken clouds
472,Kharp,RU,66.8014,65.8081,66.52,55,88,6.17,overcast clouds
473,Beloha,MG,-25.1667,45.05,57.54,81,0,4.99,clear sky
474,Khanpur,PK,28.6453,70.6567,88.5,68,98,12.68,overcast clouds
475,Xinyang,CN,32.1228,114.0656,82.18,80,100,3.33,moderate rain
476,Dongsheng,CN,39.8161,109.9776,77.34,35,0,7.27,clear sky
477,Cockburn Town,TC,21.4612,-71.1419,81.23,77,0,21.0,clear sky
478,Kloulklubed,PW,7.0419,134.2556,84.7,71,100,7.45,overcast clouds
479,Yuanping,CN,38.7153,112.7575,77.58,52,0,1.59,clear sky
480,Kalat,PK,29.0225,66.5916,71.29,68,100,3.85,overcast clouds
481,Komsomolskiy,UZ,40.4272,71.7189,86.72,32,4,4.61,clear sky
482,Puerto Narino,CO,-3.7703,-70.3831,72.66,96,45,3.22,scattered clouds
483,Braganca,BR,-1.0536,-46.7656,72.37,94,36,1.48,scattered clouds
484,Nanortalik,GL,60.1432,-45.2371,42.3,85,97,8.34,overcast clouds
485,Altay,CN,47.8667,88.1167,77.41,27,13,4.47,few clouds
486,Seoul,KR,37.5683,126.9778,88.99,58,20,10.36,few clouds
487,Alihe,CN,50.5667,123.7167,75.54,79,100,6.58,moderate rain
488,Maragogi,BR,-9.0122,-35.2225,71.4,89,55,4.83,broken clouds
489,Araouane,ML,18.9048,-3.5265,94.77,11,0,10.04,clear sky
490,Thinadhoo,MV,0.5333,72.9333,83.17,72,95,13.62,overcast clouds
491,Gloversville,US,43.0528,-74.3438,68.11,85,40,3.44,scattered clouds
492,Dakar,SN,14.6937,-17.4441,79.68,83,69,18.77,broken clouds
493,Impfondo,CG,1.6381,18.0667,69.73,93,100,2.17,light rain
494,Swan River,CA,52.1058,-101.2676,62.49,63,78,5.75,broken clouds
495,Zharkent,KZ,44.1628,80.0,91.99,17,34,2.68,scattered clouds
496,Coihaique,CL,-45.5752,-72.0662,39.81,65,0,3.44,clear sky
497,Visnes,NO,59.3556,5.2242,51.85,82,21,13.8,few clouds
498,Avera,US,33.194,-82.5271,82.54,60,52,8.03,broken clouds
499,Emba,KZ,48.8264,58.1442,70.86,62,17,9.17,few clouds
500,Arak,IR,34.0917,49.6892,78.96,29,33,1.86,scattered clouds
501,Bushehr,IR,28.9684,50.8385,91.49,66,75,11.5,broken clouds
502,Shaunavon,CA,49.6501,-108.4181,71.38,42,9,3.24,clear sky
503,Urumqi,CN,43.801,87.6005,83.35,21,0,4.47,clear sky
504,Saravan,AM,39.7196,45.6483,63.0,67,1,5.23,clear sky
505,Chippewa Falls,US,44.9369,-91.3929,73.58,49,0,8.05,clear sky
506,Kollam,IN,8.8833,76.6,77.56,86,88,4.07,overcast clouds
507,Mehamn,NO,71.0357,27.8492,49.95,93,100,20.71,drizzle
508,Koraput,IN,18.8167,82.7167,76.12,78,90,3.33,overcast clouds
509,Sibolga,ID,1.7427,98.7792,85.6,57,32,2.71,scattered clouds
510,Mecca,SA,21.4267,39.8261,87.03,61,96,8.34,overcast clouds
511,Grand Gaube,MU,-20.0064,57.6608,68.4,78,3,4.0,clear sky
512,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.56,56,31,1.7,scattered clouds
513,Vila,PT,42.0304,-8.1588,52.7,83,1,1.43,clear sky
514,Igunga,TZ,-4.2833,33.8833,66.27,61,65,7.09,broken clouds
515,Kristiinankaupunki,FI,62.2743,21.376,53.37,73,71,9.31,broken clouds
516,Conde,BR,-7.2597,-34.9075,71.06,94,0,9.22,clear sky
517,Udachnyy,RU,66.4167,112.4,84.45,58,19,9.04,few clouds
518,Coria,ES,39.9879,-6.5377,71.46,48,0,4.09,clear sky
519,Mende,FR,44.6667,3.5,46.06,74,0,1.19,clear sky
520,Marawi,PH,7.9986,124.2928,79.3,77,79,1.88,broken clouds
521,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,92,20,19.57,few clouds
522,Kiama,AU,-34.6833,150.8667,67.57,53,11,8.99,few clouds
523,Boueni,YT,-12.9025,45.0761,75.18,66,2,8.81,clear sky
524,Lahij,YE,13.1667,44.5833,83.05,59,24,2.04,few clouds
525,Catamarca,AR,-28.4696,-65.7852,60.78,66,93,5.01,overcast clouds
526,Xucheng,CN,20.35,110.1288,87.53,62,3,1.54,clear sky
527,Aksu,CN,41.1231,80.2644,92.64,18,7,7.2,clear sky
528,Port Augusta,AU,-32.5,137.7667,63.32,27,31,5.97,scattered clouds
529,Surt,LY,31.2089,16.5887,78.48,64,0,3.47,clear sky
530,Kropotkin,RU,45.4375,40.5756,65.37,64,0,4.0,clear sky
531,Cascais,PT,38.6979,-9.4215,67.93,72,0,35.01,clear sky
532,Hefei,CN,31.8639,117.2808,89.62,79,99,6.71,overcast clouds
533,Barreirinha,BR,-2.7933,-57.07,78.06,67,96,1.5,overcast clouds
534,Cidreira,BR,-30.1811,-50.2056,60.82,88,100,5.84,overcast clouds
535,Aykhal,RU,66.0,111.5,81.46,59,28,12.21,scattered clouds
536,Tokmak,UA,47.2514,35.7058,68.02,64,3,4.92,clear sky
537,Troitsko-Pechorsk,RU,62.7084,56.1964,62.73,57,86,2.21,overcast clouds
538,Wattegama,LK,6.7989,81.4808,81.18,71,82,0.56,moderate rain
539,Jalu,LY,29.0331,21.5482,79.52,51,0,6.11,clear sky
540,Bambanglipuro,ID,-7.95,110.2833,82.54,72,71,8.9,broken clouds
541,Nishihara,JP,26.1842,127.7558,84.25,82,75,6.91,broken clouds
542,Villazon,BO,-22.0866,-65.5942,46.51,59,60,2.37,broken clouds
543,Strangnas,SE,59.3774,17.0312,53.29,67,95,7.74,overcast clouds
544,Takapau,NZ,-40.0333,176.35,52.74,78,83,9.1,broken clouds
545,Ponta Delgada,PT,37.7333,-25.6667,74.12,83,75,0.0,broken clouds
546,Gigmoto,PH,13.7796,124.39,88.79,65,100,6.71,moderate rain
547,Nome,US,64.5011,-165.4064,55.17,82,75,12.66,broken clouds
548,Umm Lajj,SA,25.0213,37.2685,84.51,63,42,7.18,scattered clouds
549,Visby,SE,57.6409,18.296,56.05,94,100,2.3,overcast clouds
550,Wabag,PG,-5.4781,143.7021,71.67,50,12,6.33,few clouds
551,Soyaux,FR,45.65,0.2,59.59,77,11,2.3,few clouds
552,Turayf,SA,31.6725,38.6637,73.65,38,0,6.91,clear sky
553,Amanganj,IN,24.4333,80.0333,83.28,74,67,7.16,broken clouds
554,Ketchikan,US,55.3422,-131.6461,75.67,41,0,5.75,clear sky
555,Pahrump,US,36.2083,-115.9839,98.65,38,37,8.01,scattered clouds
556,Westport,US,41.1415,-73.3579,76.01,86,0,6.91,clear sky
557,Samana,DO,19.2056,-69.3369,76.51,88,3,8.39,clear sky
558,Baloda,IN,22.15,82.4833,85.19,65,52,6.35,broken clouds
559,Dicabisagan,PH,17.0818,122.4157,88.14,62,100,1.41,overcast clouds
560,Roebourne,AU,-20.7833,117.1333,78.33,33,0,16.58,clear sky
561,Tiznit,MA,29.5833,-9.5,73.94,55,0,3.44,clear sky
562,Ampanihy,MG,-24.7,44.75,56.3,87,0,5.88,clear sky
563,Kindu,CD,-2.95,25.95,68.13,95,13,1.97,few clouds
564,Carballo,ES,43.213,-8.691,62.91,75,85,1.25,overcast clouds
565,Pierre,US,44.3683,-100.351,78.06,53,100,11.01,overcast clouds
566,Nhulunbuy,AU,-12.2333,136.7667,81.21,61,40,21.85,scattered clouds
567,Portland,US,45.5234,-122.6762,94.98,45,20,8.05,few clouds
568,San Jose,US,37.3394,-121.895,79.88,59,75,13.8,smoke
569,Liwale,TZ,-9.7667,37.9333,58.75,83,13,3.89,few clouds
570,Ust-Tsilma,RU,65.441,52.1498,65.71,50,92,7.18,overcast clouds
571,Mitsamiouli,KM,-11.3847,43.2844,75.51,69,45,5.86,scattered clouds
572,Noumea,NC,-22.2763,166.4572,78.78,99,100,7.81,overcast clouds
573,Ucluelet,CA,48.9329,-125.5528,63.09,89,33,1.99,scattered clouds
574,Dickinson,US,29.4608,-95.0513,86.95,77,20,6.91,few clouds
575,Constantine,DZ,36.365,6.6147,69.21,73,0,3.44,clear sky
576,Nantucket,US,41.2835,-70.0995,73.99,88,0,5.75,clear sky
577,Linjiang,CN,41.8069,126.9078,86.9,54,100,1.32,overcast clouds
578,Ozernovskiy,RU,51.5,156.5167,54.66,94,100,10.29,overcast clouds
579,Winnemucca,US,40.973,-117.7357,98.65,8,0,14.97,clear sky
580,Bang Saphan,TH,11.2126,99.5117,86.31,66,100,0.38,overcast clouds
581,Aldan,RU,58.6031,125.3894,83.03,46,6,0.78,clear sky
582,Willmar,US,45.1219,-95.0433,69.82,68,0,5.75,clear sky
583,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.28,87,69,4.88,broken clouds
584,Rosetta,EG,31.4044,30.4164,76.55,75,0,3.29,clear sky
585,Sabang,ID,5.8933,95.3214,81.46,75,63,4.61,light rain
586,Gouyave,GD,12.1646,-61.7296,77.77,89,40,11.5,scattered clouds
587,Santa Maria,BR,-29.6842,-53.8069,61.9,100,20,1.14,fog
588,Harper,LR,4.375,-7.7169,75.2,74,99,11.23,overcast clouds
589,Cordoba,AR,-31.4135,-64.1811,54.75,75,100,12.66,overcast clouds
590,Kupino,RU,54.3663,77.2981,74.26,56,94,8.46,overcast clouds
591,Okhotsk,RU,59.3833,143.3,66.0,75,26,5.37,scattered clouds
592,Lubao,PH,14.9167,120.55,87.51,73,96,5.08,overcast clouds
593,Bardiyah,LY,31.7561,25.0865,76.39,79,0,11.7,clear sky
594,Pingdingshan,CN,33.7385,113.3012,84.38,70,97,4.05,overcast clouds
595,Icod De Los Vinos,ES,28.3724,-16.7119,74.21,57,3,13.0,clear sky
596,Zhigansk,RU,66.7697,123.3711,78.35,48,6,4.25,clear sky
597,Ibra,OM,22.6906,58.5334,76.46,73,82,7.0,broken clouds
598,Pangai,TO,-19.8,-174.35,80.71,74,20,17.27,few clouds
599,Devarkonda,IN,16.7,78.9333,81.3,75,96,4.16,overcast clouds
600,Oneonta,US,42.4529,-75.0638,69.8,86,88,3.42,overcast clouds
601,Ust-Omchug,RU,61.15,149.6333,63.16,33,74,3.47,broken clouds
602,Moree,AU,-29.4667,149.85,62.78,39,0,12.3,clear sky
603,Eyl,SO,7.9803,49.8164,76.1,64,70,19.8,broken clouds
604,Vanimo,PG,-2.6741,141.3028,84.85,71,59,9.22,broken clouds
605,Nuuk,GL,64.1835,-51.7216,39.81,100,100,10.36,mist
606,Vitim,RU,59.4511,112.5578,81.73,59,85,2.42,overcast clouds
607,Nova Olimpia,BR,-14.7972,-57.2881,72.07,38,0,2.64,clear sky
608,Anton Lizardo,MX,19.05,-95.9833,83.21,77,74,8.1,broken clouds
609,Jinchang,CN,38.4953,102.1739,85.8,16,25,4.12,scattered clouds
610,Miles City,US,46.4083,-105.8406,76.17,22,0,12.66,clear sky
611,Salym,RU,60.0625,71.4789,62.02,63,98,9.08,overcast clouds
612,Karratha,AU,-20.7377,116.8463,79.48,32,0,16.71,clear sky
613,Batticaloa,LK,7.7102,81.6924,80.98,74,94,4.0,overcast clouds
614,Uribia,CO,11.7139,-72.266,80.83,72,6,12.55,clear sky
615,Svetlaya,RU,46.5389,138.3297,69.04,81,42,7.78,scattered clouds
616,Kandiaro,PK,27.0601,68.2091,87.39,69,100,5.88,overcast clouds
617,Kitgum,UG,3.2783,32.8867,62.28,91,100,1.25,overcast clouds
618,Kieta,PG,-6.2167,155.6333,85.84,64,10,8.08,clear sky
619,Bajil,YE,15.0584,43.2851,89.31,49,89,4.65,overcast clouds
620,Choya,RU,52.0108,86.5467,71.96,55,46,2.71,scattered clouds
621,Roccastrada,IT,43.0099,11.1665,73.96,82,0,4.61,clear sky
622,Damietta,EG,31.4165,31.8133,76.89,63,0,1.36,clear sky
623,Kazachka,RU,53.3644,38.0694,66.81,85,13,2.84,few clouds
624,Samfya,ZM,-11.3649,29.5565,54.03,70,96,5.79,overcast clouds
625,San Antonio,US,29.4241,-98.4936,90.43,49,0,13.8,clear sky
626,Banda Aceh,ID,5.5577,95.3222,82.11,74,91,4.88,overcast clouds
627,Cayenne,GF,4.9333,-52.3333,76.08,1,0,0.0,clear sky
628,Genhe,CN,50.7833,121.5167,71.55,69,100,7.02,overcast clouds
629,Monze,ZM,-16.2833,27.4833,53.73,70,3,5.03,clear sky
630,Hilton Head Island,US,32.2163,-80.7526,84.97,83,100,3.0,overcast clouds
631,Beatrice,US,40.2681,-96.747,79.45,73,0,3.44,clear sky
632,Kijang,KR,35.2442,129.2139,83.93,85,76,12.41,broken clouds
633,Junction City,US,39.0286,-96.8314,81.81,77,0,3.44,clear sky
634,Coroico,BO,-16.1889,-67.7271,58.15,68,9,4.25,clear sky
635,Kralendijk,BQ,12.15,-68.2667,80.58,83,75,10.36,broken clouds
636,Tobias Barreto,BR,-11.1839,-37.9983,64.78,94,19,2.28,few clouds
637,Akyab,MM,20.15,92.9,85.01,72,64,5.03,broken clouds
638,Hamilton,US,39.1834,-84.5333,77.85,88,0,4.61,clear sky
639,Providencia,MX,28.7167,-111.5833,93.2,54,61,8.28,broken clouds
640,Codrington,AU,-38.2667,141.9667,50.43,84,100,10.47,light rain
641,Curup,ID,-3.4667,102.5333,79.68,72,91,2.64,overcast clouds
642,Benjamin Hill,MX,30.1667,-111.1,81.41,61,94,5.39,overcast clouds
643,Monterey,US,36.2505,-121.2516,68.02,45,0,10.6,clear sky
644,Marsaxlokk,MT,35.8419,14.5431,81.09,89,20,5.75,few clouds
645,Zapolyarnyy,RU,69.4154,30.8136,52.88,89,81,14.63,broken clouds
646,Yuksekova,TR,37.5736,44.2872,49.75,57,0,3.44,clear sky
647,Pusad,IN,19.9,77.5833,81.25,77,97,5.35,overcast clouds
648,Singaraja,ID,-8.112,115.0882,83.62,66,47,2.19,scattered clouds
649,Bell Ville,AR,-32.6259,-62.6887,52.66,81,100,16.58,overcast clouds
650,Tadine,NC,-21.55,167.8833,71.78,69,88,12.64,overcast clouds
651,Waterlooville,GB,50.8807,-1.0304,61.54,80,100,4.0,overcast clouds
652,Qingquan,CN,30.4511,115.2559,90.16,69,100,4.85,overcast clouds
653,Yima,CN,34.7381,111.8839,82.78,59,1,4.74,clear sky
654,Finschhafen,PG,-6.6024,147.8681,81.99,75,26,10.27,scattered clouds
655,Angoram,PG,-4.0625,144.0661,85.8,73,67,4.83,broken clouds
656,Bilibino,RU,68.0546,166.4372,53.47,45,100,2.98,overcast clouds
657,Axim,GH,4.8699,-2.2405,75.78,81,98,12.97,overcast clouds
658,Burnie,AU,-41.0667,145.9167,50.94,62,100,9.53,overcast clouds
659,Pedernales,DO,18.0384,-71.744,80.08,75,100,1.28,overcast clouds
660,Baie-Comeau,CA,49.2168,-68.1489,58.68,88,40,2.3,scattered clouds
661,Taitung,TW,22.7583,121.1444,91.67,62,20,8.05,few clouds
662,Moron,AR,-34.6534,-58.6198,63.01,98,100,8.3,light rain
663,Villavieja,ES,39.85,-0.1833,79.92,84,3,0.56,clear sky
664,San Andres,CO,12.5847,-81.7006,82.42,78,40,6.91,scattered clouds
665,Huarmey,PE,-10.0681,-78.1522,62.69,86,27,9.78,scattered clouds
666,Vaitape,PF,-16.5167,-151.75,78.73,76,12,25.88,light rain
667,College,US,64.8569,-147.8028,61.12,61,75,13.8,light rain
668,Asfi,MA,32.2994,-9.2372,68.38,84,2,13.69,clear sky
669,Harnosand,SE,62.6323,17.9379,48.99,68,12,17.65,few clouds
670,Kashi,CN,39.4547,75.9797,85.21,24,3,6.71,dust
671,Oeiras Do Para,BR,-2.0031,-49.8544,78.78,68,97,1.9,overcast clouds
672,Capaci,IT,38.1711,13.2393,81.25,59,0,3.44,clear sky
673,Mudanjiang,CN,44.5833,129.6,86.07,59,86,2.77,overcast clouds
674,Lashio,MM,22.9333,97.75,75.74,84,100,1.77,overcast clouds
675,Show Low,US,34.2542,-110.0298,62.15,92,75,9.22,broken clouds
676,Shangrao,CN,28.4532,117.9686,96.78,43,8,2.37,clear sky
677,Lata,PT,40.1629,-8.3327,54.99,92,0,1.95,clear sky
678,Nizhneangarsk,RU,55.7833,109.55,50.41,98,100,2.66,overcast clouds
679,Yuci,CN,37.6803,112.7319,73.15,64,0,2.24,clear sky
680,Rabo De Peixe,PT,37.8,-25.5833,72.91,83,75,0.0,broken clouds
681,Hovd,MN,48.0056,91.6419,65.53,33,3,4.79,clear sky
682,Honjo,JP,36.2333,139.1833,91.94,50,98,3.53,overcast clouds
683,Baltasi,RU,56.3462,50.2062,61.68,78,42,5.21,scattered clouds
684,Shingu,JP,33.7333,135.9833,85.21,71,41,6.55,scattered clouds
685,Monte Santo De Minas,BR,-21.1897,-46.9803,60.15,52,5,5.1,clear sky
686,Callaguip,PH,18.0714,120.4867,87.82,79,75,5.75,broken clouds
687,Ust-Kuyga,RU,70.0167,135.6,80.33,43,67,3.94,broken clouds
688,Dolores,AR,-36.3132,-57.6792,54.59,95,100,9.95,light rain
689,Faya,SA,18.3851,42.4509,64.51,63,100,4.72,overcast clouds
690,Sassandra,CI,4.95,-6.0833,72.45,88,68,8.63,broken clouds
691,Virginia Beach,US,36.8529,-75.978,83.01,84,75,8.05,broken clouds
692,Moindou,NC,-21.6924,165.677,73.47,63,100,8.34,overcast clouds
693,Potiskum,NG,11.7091,11.0694,73.13,88,89,8.23,overcast clouds
694,Aryiropoulion,GR,39.8333,22.3,69.76,73,0,0.0,clear sky
695,Mustang,US,35.3842,-97.7245,94.91,39,75,9.22,broken clouds
696,Talcahuano,CL,-36.7167,-73.1167,49.68,87,0,6.91,clear sky
697,Taoudenni,ML,22.6783,-3.9836,97.23,6,8,16.24,clear sky
698,Bairiki,KI,1.3292,172.9752,86.0,74,40,13.8,scattered clouds
