City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
502,Shaunavon,CA,71.38,clear sky,49.6501,-108.4181,Bear's Den Lodge
503,Urumqi,CN,83.35,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
505,Chippewa Falls,US,73.58,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
506,Kollam,IN,77.56,overcast clouds,8.8833,76.6,The Raviz Ashtamudi
508,Koraput,IN,76.12,overcast clouds,18.8167,82.7167,Raj Residency
509,Sibolga,ID,85.6,scattered clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
510,Mecca,SA,87.03,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
511,Grand Gaube,MU,68.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
512,Sao Felix Do Xingu,BR,70.56,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
514,Igunga,TZ,66.27,broken clouds,-4.2833,33.8833,Serena Lodge
516,Conde,BR,71.06,clear sky,-7.2597,-34.9075,Pousada Beija Flor
517,Udachnyy,RU,84.45,few clouds,66.4167,112.4,Severnoye Siyaniye
518,Coria,ES,71.46,clear sky,39.9879,-6.5377,Hotel San Cristóbal
520,Marawi,PH,79.3,broken clouds,7.9986,124.2928,Derogongan Residence
521,Los Llanos De Aridane,ES,70.12,few clouds,28.6585,-17.9182,Valle Aridane
522,Kiama,AU,67.57,few clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
523,Boueni,YT,75.18,clear sky,-12.9025,45.0761,The feet in water
524,Lahij,YE,83.05,few clouds,13.1667,44.5833,
526,Xucheng,CN,87.53,clear sky,20.35,110.1288,Haixing Hotel
527,Aksu,CN,92.64,clear sky,41.1231,80.2644,Pudong Holiday Hotel
529,Surt,LY,78.48,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
530,Kropotkin,RU,65.37,clear sky,45.4375,40.5756,Hotel Europe Kropotkin
531,Cascais,PT,67.93,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
532,Hefei,CN,89.62,overcast clouds,31.8639,117.2808,Jinhuan Hotel
533,Barreirinha,BR,78.06,overcast clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
535,Aykhal,RU,81.46,scattered clouds,66.0,111.5,
536,Tokmak,UA,68.02,clear sky,47.2514,35.7058,Дом приезжих
538,Wattegama,LK,81.18,moderate rain,6.7989,81.4808,
539,Jalu,LY,79.52,clear sky,29.0331,21.5482,صاحبة الفخامة
540,Bambanglipuro,ID,82.54,broken clouds,-7.95,110.2833,Puri Brata
541,Nishihara,JP,84.25,broken clouds,26.1842,127.7558,Minshuku Agaihama
545,Ponta Delgada,PT,74.12,broken clouds,37.7333,-25.6667,Vila Nova Hotel
546,Gigmoto,PH,88.79,moderate rain,13.7796,124.39,Cj's Travellers Inn
548,Umm Lajj,SA,84.51,scattered clouds,25.0213,37.2685,Moon light Furnished Units
550,Wabag,PG,71.67,few clouds,-5.4781,143.7021,Shalom Inn
552,Turayf,SA,73.65,clear sky,31.6725,38.6637,Turaif
553,Amanganj,IN,83.28,broken clouds,24.4333,80.0333,Matki Choraha
554,Ketchikan,US,75.67,clear sky,55.3422,-131.6461,Snow's Cove Lodge
556,Westport,US,76.01,clear sky,41.1415,-73.3579,The Westport Inn
557,Samana,DO,76.51,clear sky,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
558,Baloda,IN,85.19,broken clouds,22.15,82.4833,Ganesh Anand Catering services Baloda
559,Dicabisagan,PH,88.14,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
560,Roebourne,AU,78.33,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
561,Tiznit,MA,73.94,clear sky,29.5833,-9.5,
563,Kindu,CD,68.13,few clouds,-2.95,25.95,Résidence Okanda
565,Pierre,US,78.06,overcast clouds,44.3683,-100.351,Ramkota Hotel
566,Nhulunbuy,AU,81.21,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
567,Portland,US,94.98,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
568,San Jose,US,79.88,smoke,37.3394,-121.895,The Westin San Jose
570,Ust-Tsilma,RU,65.71,overcast clouds,65.441,52.1498,U Praskov'i
571,Mitsamiouli,KM,75.51,scattered clouds,-11.3847,43.2844,Foyer ADM
572,Noumea,NC,78.78,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
574,Dickinson,US,86.95,few clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
575,Constantine,DZ,69.21,clear sky,36.365,6.6147,Grand Hotel Cirta
576,Nantucket,US,73.99,clear sky,41.2835,-70.0995,Jared Coffin House
577,Linjiang,CN,86.9,overcast clouds,41.8069,126.9078,格林豪泰
580,Bang Saphan,TH,86.31,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
581,Aldan,RU,83.03,clear sky,58.6031,125.3894,Aldan Guest House
582,Willmar,US,69.82,clear sky,45.1219,-95.0433,Lakeview Inn
583,Sao Jose Da Coroa Grande,BR,72.28,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
584,Rosetta,EG,76.55,clear sky,31.4044,30.4164,Green Valley
585,Sabang,ID,81.46,light rain,5.8933,95.3214,Hotel Citra
586,Gouyave,GD,77.77,scattered clouds,12.1646,-61.7296,Rumboat Retreat
588,Harper,LR,75.2,overcast clouds,4.375,-7.7169,Screensaver
590,Kupino,RU,74.26,overcast clouds,54.3663,77.2981,Hotel Sibiria Inn
591,Okhotsk,RU,66.0,scattered clouds,59.3833,143.3,
592,Lubao,PH,87.51,overcast clouds,14.9167,120.55,Hacienda Gracia
593,Bardiyah,LY,76.39,clear sky,31.7561,25.0865,بورتو بردية
594,Pingdingshan,CN,84.38,overcast clouds,33.7385,113.3012,Chengfu Hotel
595,Icod De Los Vinos,ES,74.21,clear sky,28.3724,-16.7119,Hotel El Patio
596,Zhigansk,RU,78.35,clear sky,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
597,Ibra,OM,76.46,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
598,Pangai,TO,80.71,few clouds,-19.8,-174.35,Ha'apai Beach Resort
599,Devarkonda,IN,81.3,overcast clouds,16.7,78.9333,సంతోష్ టిఫిన్ సెంటర్
600,Oneonta,US,69.8,overcast clouds,42.4529,-75.0638,Hampton Inn Oneonta
603,Eyl,SO,76.1,broken clouds,7.9803,49.8164,Amiin Hotel
604,Vanimo,PG,84.85,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
606,Vitim,RU,81.73,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
607,Nova Olimpia,BR,72.07,clear sky,-14.7972,-57.2881,Motel glamour
608,Anton Lizardo,MX,83.21,broken clouds,19.05,-95.9833,Hotel CocoAventura
609,Jinchang,CN,85.8,scattered clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
610,Miles City,US,76.17,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
612,Karratha,AU,79.48,clear sky,-20.7377,116.8463,ibis Styles Karratha
613,Batticaloa,LK,80.98,overcast clouds,7.7102,81.6924,Grand Star Guest House
614,Uribia,CO,80.83,clear sky,11.7139,-72.266,Hotel Uribia
615,Svetlaya,RU,69.04,scattered clouds,46.5389,138.3297,
616,Kandiaro,PK,87.39,overcast clouds,27.0601,68.2091,"Village Hamid Ujjan, ڳوٺ حامد اڄڻ"
618,Kieta,PG,85.84,clear sky,-6.2167,155.6333,Uruna Bay Retreat
619,Bajil,YE,89.31,overcast clouds,15.0584,43.2851,فندق حضرموت
620,Choya,RU,71.96,scattered clouds,52.0108,86.5467,
621,Roccastrada,IT,73.96,clear sky,43.0099,11.1665,La Melosa Resort & Spa
622,Damietta,EG,76.89,clear sky,31.4165,31.8133,SULIMAN INN
623,Kazachka,RU,66.81,few clouds,53.3644,38.0694,
625,San Antonio,US,90.43,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
626,Banda Aceh,ID,82.11,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
627,Cayenne,GF,76.08,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
628,Genhe,CN,71.55,overcast clouds,50.7833,121.5167,Companionship Hotel
630,Hilton Head Island,US,84.97,overcast clouds,32.2163,-80.7526,Disney’s Hilton Head Island Resort
631,Beatrice,US,79.45,clear sky,40.2681,-96.747,Victorian Inn Beatrice
632,Kijang,KR,83.93,broken clouds,35.2442,129.2139,Samyang Beach Villa
633,Junction City,US,81.81,clear sky,39.0286,-96.8314,Comfort Inn & Suites Junction City - near Fort Riley
635,Kralendijk,BQ,80.58,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
637,Akyab,MM,85.01,broken clouds,20.15,92.9,Hotel Memory
638,Hamilton,US,77.85,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
639,Providencia,MX,93.2,broken clouds,28.7167,-111.5833,
641,Curup,ID,79.68,overcast clouds,-3.4667,102.5333,Ayi The Costel
642,Benjamin Hill,MX,81.41,overcast clouds,30.1667,-111.1,Hotel Benjamín Hill
643,Monterey,US,68.02,clear sky,36.2505,-121.2516,
644,Marsaxlokk,MT,81.09,few clouds,35.8419,14.5431,Water's Edge
647,Pusad,IN,81.25,overcast clouds,19.9,77.5833,Bhakti Lodge
648,Singaraja,ID,83.62,scattered clouds,-8.112,115.0882,Puri Bagus Lovina Resort
650,Tadine,NC,71.78,overcast clouds,-21.55,167.8833,
652,Qingquan,CN,90.16,overcast clouds,30.4511,115.2559,Caiyuan Hotel
653,Yima,CN,82.78,clear sky,34.7381,111.8839,Yima Hotel
654,Finschhafen,PG,81.99,scattered clouds,-6.6024,147.8681,Cossam Guest House
655,Angoram,PG,85.8,broken clouds,-4.0625,144.0661,
657,Axim,GH,75.78,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
659,Pedernales,DO,80.08,overcast clouds,18.0384,-71.744,Hotel Costa Marina
661,Taitung,TW,91.67,few clouds,22.7583,121.1444,Taitung Bali Suites Hotel
663,Villavieja,ES,79.92,clear sky,39.85,-0.1833,Hotel-Balneario de Villavieja
664,San Andres,CO,82.42,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
666,Vaitape,PF,78.73,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
668,Asfi,MA,68.38,clear sky,32.2994,-9.2372,Hôtel Abda
670,Kashi,CN,85.21,dust,39.4547,75.9797,帕米尔青年旅舍
671,Oeiras Do Para,BR,78.78,overcast clouds,-2.0031,-49.8544,Araticu Soft Hotel
672,Capaci,IT,81.25,clear sky,38.1711,13.2393,Hotel Sirenetta
673,Mudanjiang,CN,86.07,overcast clouds,44.5833,129.6,Landi Express Business Hotel
674,Lashio,MM,75.74,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
679,Yuci,CN,73.15,clear sky,37.6803,112.7319,Thank Inn Plus Hotel Shanxi Jinzhong Yuci District Yingbin West Street Yinhaixinyue
680,Rabo De Peixe,PT,72.91,broken clouds,37.8,-25.5833,Quinta das Giestas
681,Hovd,MN,65.53,clear sky,48.0056,91.6419,Hotel Khovd
682,Honjo,JP,91.94,overcast clouds,36.2333,139.1833,Hotel Honjo
684,Shingu,JP,85.21,scattered clouds,33.7333,135.9833,Shingu UI Hotel
686,Callaguip,PH,87.82,broken clouds,18.0714,120.4867,Pangil Beach Resort
687,Ust-Kuyga,RU,80.33,broken clouds,70.0167,135.6,
690,Sassandra,CI,72.45,broken clouds,4.95,-6.0833,la terrasse
691,Virginia Beach,US,83.01,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
692,Moindou,NC,73.47,overcast clouds,-21.6924,165.677,Equi-lodge de Moindou
693,Potiskum,NG,73.13,overcast clouds,11.7091,11.0694,Tamir Hotel Ltd
694,Aryiropoulion,GR,69.76,clear sky,39.8333,22.3,Stable Horses Tsitsias
695,Mustang,US,94.91,broken clouds,35.3842,-97.7245,Luxury Inn
698,Bairiki,KI,86.0,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
699,Marica,BR,72.48,clear sky,-22.9194,-42.8186,Marica Hills
701,Hambantota,LK,75.54,few clouds,6.1241,81.1185,Bungalow 63
702,Guarapari,BR,66.88,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
703,Kuala Terengganu,MY,82.35,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
704,Munxar,MT,80.38,clear sky,36.0307,14.2348,Hotel Ta' Cenc & Spa
705,Taraz,KZ,79.21,clear sky,42.9,71.3667,Comfort Inn
